transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000000341,2024-06-28 20:20:17,Bill Payment,Grocery,2640,SUCCESS,36-45,18-25,Maharashtra,HDFC,Axis,Android,4G,0,20,Friday,0
TXN0000000342,2024-09-14 14:59:06,Bill Payment,Food,92,SUCCESS,18-25,26-35,Rajasthan,ICICI,Yes Bank,Android,4G,0,14,Saturday,1
TXN0000000343,2024-10-23 20:14:29,Bill Payment,Shopping,497,SUCCESS,36-45,26-35,Delhi,Kotak,HDFC,iOS,5G,0,20,Wednesday,0
TXN0000000344,2024-12-03 18:47:47,Bill Payment,Other,1085,SUCCESS,26-35,36-45,Delhi,PNB,Yes Bank,Android,4G,0,18,Tuesday,0
TXN0000000345,2024-11-19 20:27:45,P2P,Utilities,3360,SUCCESS,36-45,46-55,Rajasthan,SBI,ICICI,Android,5G,0,20,Tuesday,0
TXN0000000346,2024-12-26 11:44:50,P2M,Grocery,646,SUCCESS,26-35,18-25,Maharashtra,ICICI,SBI,Web,4G,0,11,Thursday,0
TXN0000000347,2024-08-09 19:46:40,P2M,Food,631,SUCCESS,18-25,18-25,Uttar Pradesh,SBI,PNB,Android,WiFi,0,19,Friday,0
TXN0000000348,2024-01-14 17:39:33,P2M,Shopping,4554,SUCCESS,18-25,18-25,Rajasthan,SBI,PNB,Android,4G,0,17,Sunday,1
TXN0000000349,2024-07-04 12:53:42,P2M,Transport,953,SUCCESS,36-45,26-35,West Bengal,Kotak,SBI,Web,4G,0,12,Thursday,0
TXN0000000350,2024-12-02 14:29:50,P2P,Shopping,1191,SUCCESS,26-35,36-45,Gujarat,SBI,Yes Bank,Android,5G,0,14,Monday,0
TXN0000000351,2024-03-22 11:03:43,P2M,Grocery,317,SUCCESS,18-25,36-45,Karnataka,SBI,IndusInd,Android,4G,0,11,Friday,0
TXN0000000352,2024-04-15 08:04:15,P2M,Transport,571,SUCCESS,26-35,36-45,Tamil Nadu,Axis,SBI,Android,5G,0,8,Monday,0
TXN0000000353,2024-06-30 10:17:37,P2P,Food,1107,SUCCESS,46-55,36-45,Telangana,Kotak,Kotak,Android,5G,0,10,Sunday,1
TXN0000000354,2024-05-08 20:49:06,P2P,Entertainment,220,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Web,5G,0,20,Wednesday,0
TXN0000000355,2024-06-22 19:16:28,P2M,Healthcare,522,SUCCESS,56+,26-35,Andhra Pradesh,IndusInd,ICICI,Android,4G,0,19,Saturday,1
TXN0000000356,2024-02-03 22:14:10,P2P,Grocery,139,SUCCESS,26-35,36-45,Delhi,Axis,PNB,Android,4G,0,22,Saturday,1
TXN0000000357,2024-02-27 17:23:40,P2M,Grocery,158,SUCCESS,18-25,26-35,Karnataka,HDFC,ICICI,Android,4G,0,17,Tuesday,0
TXN0000000358,2024-02-24 14:01:38,P2P,Entertainment,92,SUCCESS,36-45,18-25,Andhra Pradesh,Axis,ICICI,Android,5G,0,14,Saturday,1
TXN0000000359,2024-08-13 21:51:06,P2M,Food,137,SUCCESS,26-35,46-55,Gujarat,SBI,IndusInd,Android,WiFi,0,21,Tuesday,0
TXN0000000360,2024-07-26 14:06:49,Recharge,Utilities,308,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,SBI,Android,4G,0,14,Friday,0
TXN0000000361,2024-08-28 17:19:21,P2P,Transport,150,SUCCESS,56+,26-35,Karnataka,SBI,IndusInd,iOS,4G,0,17,Wednesday,0
TXN0000000362,2024-07-18 21:54:41,P2P,Transport,120,SUCCESS,26-35,46-55,Tamil Nadu,Yes Bank,SBI,Android,WiFi,0,21,Thursday,0
TXN0000000363,2024-10-07 11:13:20,Bill Payment,Transport,134,SUCCESS,46-55,26-35,Tamil Nadu,SBI,ICICI,Android,5G,0,11,Monday,0
TXN0000000364,2024-01-18 23:08:40,P2M,Fuel,2418,SUCCESS,26-35,36-45,Karnataka,ICICI,ICICI,iOS,5G,0,23,Thursday,0
TXN0000000365,2024-01-22 18:05:11,Recharge,Utilities,2766,FAILED,26-35,46-55,Rajasthan,Axis,HDFC,Android,4G,0,18,Monday,0
TXN0000000366,2024-07-06 15:49:15,P2M,Grocery,503,SUCCESS,36-45,56+,Maharashtra,SBI,SBI,Android,4G,0,15,Saturday,1
TXN0000000367,2024-12-25 20:04:53,Recharge,Fuel,2678,SUCCESS,26-35,26-35,Gujarat,SBI,ICICI,iOS,5G,0,20,Wednesday,0
TXN0000000368,2024-02-07 20:32:00,P2M,Utilities,121,SUCCESS,26-35,26-35,Andhra Pradesh,Kotak,Axis,Android,4G,0,20,Wednesday,0
TXN0000000369,2024-11-20 12:16:52,P2M,Fuel,516,SUCCESS,46-55,18-25,Uttar Pradesh,ICICI,Kotak,Android,WiFi,0,12,Wednesday,0
TXN0000000370,2024-05-08 20:07:20,P2P,Transport,92,SUCCESS,46-55,18-25,Karnataka,ICICI,IndusInd,Android,4G,0,20,Wednesday,0
TXN0000000371,2024-10-19 15:21:42,P2P,Healthcare,1845,SUCCESS,46-55,26-35,Tamil Nadu,IndusInd,IndusInd,Android,4G,0,15,Saturday,1
TXN0000000372,2024-11-13 21:21:41,P2P,Grocery,1630,SUCCESS,26-35,36-45,Rajasthan,ICICI,PNB,Android,4G,0,21,Wednesday,0
TXN0000000373,2024-10-27 17:46:29,P2P,Fuel,2588,SUCCESS,18-25,26-35,Maharashtra,HDFC,Yes Bank,iOS,4G,0,17,Sunday,1
TXN0000000374,2024-03-08 17:03:53,P2M,Grocery,2392,SUCCESS,18-25,26-35,Gujarat,SBI,Axis,Android,3G,0,17,Friday,0
TXN0000000375,2024-12-10 22:55:36,P2P,Transport,35,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,Axis,Android,3G,0,22,Tuesday,0
TXN0000000376,2024-05-31 08:03:46,P2P,Other,607,SUCCESS,18-25,26-35,Karnataka,HDFC,SBI,Android,4G,0,8,Friday,0
TXN0000000377,2024-12-14 19:46:33,Bill Payment,Other,202,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,iOS,4G,0,19,Saturday,1
TXN0000000378,2024-11-15 10:05:24,P2M,Grocery,1685,SUCCESS,36-45,36-45,Karnataka,HDFC,IndusInd,Android,3G,0,10,Friday,0
TXN0000000379,2024-02-07 17:25:07,P2M,Shopping,4692,SUCCESS,26-35,46-55,Uttar Pradesh,HDFC,SBI,Web,5G,0,17,Wednesday,0
TXN0000000380,2024-09-01 19:12:59,P2P,Transport,667,SUCCESS,46-55,18-25,Rajasthan,SBI,SBI,Android,4G,0,19,Sunday,1
TXN0000000381,2024-11-21 17:36:31,P2P,Food,1016,SUCCESS,36-45,26-35,Karnataka,Yes Bank,SBI,Android,4G,0,17,Thursday,0
TXN0000000382,2024-07-10 22:00:12,P2M,Shopping,443,SUCCESS,18-25,36-45,Andhra Pradesh,SBI,Axis,Web,5G,0,22,Wednesday,0
TXN0000000383,2024-11-11 20:29:53,Recharge,Food,365,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,HDFC,iOS,WiFi,0,20,Monday,0
TXN0000000384,2024-09-14 20:21:58,P2P,Other,1080,SUCCESS,46-55,36-45,Uttar Pradesh,Kotak,Axis,Web,4G,0,20,Saturday,1
TXN0000000385,2024-03-20 19:29:03,P2P,Other,484,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,SBI,Android,5G,0,19,Wednesday,0
TXN0000000386,2024-05-09 21:19:58,P2P,Shopping,391,FAILED,26-35,18-25,Delhi,HDFC,IndusInd,iOS,WiFi,0,21,Thursday,0
TXN0000000387,2024-07-25 16:56:24,P2M,Fuel,4022,SUCCESS,36-45,18-25,Telangana,ICICI,IndusInd,iOS,5G,0,16,Thursday,0
TXN0000000388,2024-03-31 19:15:16,P2M,Fuel,1352,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Web,4G,0,19,Sunday,1
TXN0000000389,2024-05-07 14:25:26,P2P,Entertainment,573,SUCCESS,26-35,26-35,Rajasthan,IndusInd,Kotak,iOS,4G,0,14,Tuesday,0
TXN0000000390,2024-05-20 16:37:54,P2M,Shopping,1008,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,16,Monday,0
TXN0000000391,2024-05-17 17:05:43,P2P,Grocery,1957,SUCCESS,26-35,26-35,Maharashtra,Yes Bank,ICICI,Android,5G,0,17,Friday,0
TXN0000000392,2024-01-21 00:32:00,P2M,Entertainment,410,SUCCESS,26-35,18-25,Tamil Nadu,SBI,Yes Bank,Android,4G,0,0,Sunday,1
TXN0000000393,2024-12-18 19:38:47,P2P,Utilities,3267,FAILED,46-55,46-55,Tamil Nadu,HDFC,Yes Bank,Android,4G,0,19,Wednesday,0
TXN0000000394,2024-09-26 19:35:10,P2P,Food,1825,SUCCESS,26-35,36-45,Tamil Nadu,IndusInd,PNB,iOS,5G,0,19,Thursday,0
TXN0000000395,2024-05-30 16:34:26,P2M,Healthcare,258,SUCCESS,18-25,46-55,Gujarat,ICICI,Kotak,Android,WiFi,0,16,Thursday,0
TXN0000000396,2024-05-24 07:06:00,Bill Payment,Education,1461,SUCCESS,36-45,36-45,Maharashtra,Kotak,Axis,Android,4G,0,7,Friday,0
TXN0000000397,2024-12-28 17:19:28,P2P,Grocery,431,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,Kotak,Android,4G,0,17,Saturday,1
TXN0000000398,2024-01-12 19:37:14,P2M,Utilities,326,SUCCESS,46-55,46-55,Telangana,ICICI,Axis,iOS,4G,0,19,Friday,0
TXN0000000399,2024-06-08 18:35:59,P2M,Other,479,SUCCESS,56+,18-25,Tamil Nadu,Axis,IndusInd,Android,4G,0,18,Saturday,1
TXN0000000400,2024-07-28 14:39:35,P2M,Shopping,2159,SUCCESS,18-25,18-25,Delhi,SBI,HDFC,Web,4G,0,14,Sunday,1
TXN0000000401,2024-03-21 09:03:18,Recharge,Fuel,960,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,HDFC,Android,4G,0,9,Thursday,0
TXN0000000402,2024-09-09 18:31:30,Bill Payment,Fuel,587,SUCCESS,26-35,46-55,Delhi,HDFC,SBI,Android,4G,0,18,Monday,0
TXN0000000403,2024-09-30 16:46:49,P2P,Entertainment,179,SUCCESS,56+,26-35,Telangana,ICICI,ICICI,Android,5G,0,16,Monday,0
TXN0000000404,2024-05-03 18:59:21,P2M,Grocery,238,SUCCESS,18-25,56+,Maharashtra,Yes Bank,SBI,iOS,WiFi,0,18,Friday,0
TXN0000000405,2024-01-02 15:10:58,P2M,Shopping,6083,SUCCESS,26-35,18-25,Delhi,SBI,SBI,Android,4G,0,15,Tuesday,0
TXN0000000406,2024-09-07 22:53:07,Bill Payment,Shopping,1612,SUCCESS,36-45,26-35,Karnataka,SBI,ICICI,iOS,4G,0,22,Saturday,1
TXN0000000407,2024-09-30 16:53:50,P2P,Healthcare,459,SUCCESS,18-25,18-25,Gujarat,IndusInd,Axis,Android,4G,0,16,Monday,0
TXN0000000408,2024-09-30 15:07:51,P2P,Entertainment,369,SUCCESS,36-45,18-25,West Bengal,SBI,SBI,Android,5G,0,15,Monday,0
TXN0000000409,2024-08-11 13:29:41,P2P,Other,469,SUCCESS,26-35,46-55,Tamil Nadu,Kotak,Axis,Android,5G,0,13,Sunday,1
TXN0000000410,2024-01-02 21:25:25,P2P,Grocery,420,SUCCESS,36-45,26-35,Telangana,HDFC,Axis,Android,5G,0,21,Tuesday,0
TXN0000000411,2024-04-13 06:30:40,P2P,Healthcare,406,SUCCESS,36-45,46-55,Uttar Pradesh,HDFC,Axis,Android,4G,0,6,Saturday,1
TXN0000000412,2024-02-23 18:33:42,P2M,Other,358,SUCCESS,18-25,18-25,Delhi,Yes Bank,HDFC,Android,4G,0,18,Friday,0
TXN0000000413,2024-10-14 17:40:41,Bill Payment,Utilities,3508,SUCCESS,26-35,18-25,Andhra Pradesh,Yes Bank,HDFC,Android,3G,0,17,Monday,0
TXN0000000414,2024-09-15 10:03:12,P2M,Fuel,1869,SUCCESS,18-25,46-55,West Bengal,Axis,Axis,iOS,4G,0,10,Sunday,1
TXN0000000415,2024-07-05 18:32:13,P2M,Grocery,514,SUCCESS,26-35,36-45,Karnataka,Yes Bank,Kotak,Android,3G,0,18,Friday,0
TXN0000000416,2024-08-08 20:13:20,P2P,Utilities,1980,SUCCESS,26-35,26-35,Telangana,IndusInd,SBI,iOS,4G,0,20,Thursday,0
TXN0000000417,2024-10-23 20:12:01,Bill Payment,Grocery,320,SUCCESS,56+,36-45,Uttar Pradesh,Kotak,IndusInd,Android,WiFi,0,20,Wednesday,0
TXN0000000418,2024-10-28 20:40:00,P2P,Food,651,SUCCESS,26-35,26-35,Telangana,SBI,ICICI,Android,4G,0,20,Monday,0
TXN0000000419,2024-11-07 20:03:53,Bill Payment,Shopping,199,SUCCESS,18-25,36-45,Tamil Nadu,Axis,PNB,Android,5G,0,20,Thursday,0
TXN0000000420,2024-08-29 15:10:50,P2M,Utilities,3091,SUCCESS,46-55,36-45,Delhi,IndusInd,IndusInd,Android,4G,0,15,Thursday,0
TXN0000000421,2024-07-11 20:19:41,P2P,Shopping,165,SUCCESS,46-55,46-55,Delhi,Kotak,IndusInd,Android,WiFi,0,20,Thursday,0
TXN0000000422,2024-09-08 17:14:04,P2P,Grocery,250,SUCCESS,18-25,26-35,Maharashtra,Yes Bank,IndusInd,Android,4G,0,17,Sunday,1
TXN0000000423,2024-04-24 23:19:21,P2P,Transport,351,SUCCESS,36-45,46-55,Delhi,HDFC,HDFC,Android,4G,0,23,Wednesday,0
TXN0000000424,2024-12-11 21:48:29,P2P,Shopping,1862,SUCCESS,36-45,46-55,Maharashtra,Kotak,HDFC,Android,4G,0,21,Wednesday,0
TXN0000000425,2024-09-03 14:57:42,P2M,Food,1332,SUCCESS,26-35,36-45,Karnataka,HDFC,ICICI,Android,5G,0,14,Tuesday,0
TXN0000000426,2024-01-02 19:51:26,P2P,Shopping,932,FAILED,36-45,18-25,Andhra Pradesh,IndusInd,HDFC,Web,5G,0,19,Tuesday,0
TXN0000000427,2024-06-28 18:14:12,P2P,Utilities,3014,SUCCESS,26-35,26-35,Rajasthan,SBI,HDFC,Android,4G,0,18,Friday,0
TXN0000000428,2024-03-19 18:50:21,P2M,Grocery,301,SUCCESS,56+,18-25,Maharashtra,HDFC,HDFC,Android,4G,0,18,Tuesday,0
TXN0000000429,2024-10-18 01:02:08,P2P,Healthcare,368,SUCCESS,46-55,36-45,Maharashtra,HDFC,Yes Bank,iOS,5G,0,1,Friday,0
TXN0000000430,2024-03-22 05:15:40,P2M,Other,757,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,5,Friday,0
TXN0000000431,2024-12-05 12:17:20,P2M,Food,241,SUCCESS,18-25,36-45,Maharashtra,HDFC,ICICI,Android,4G,0,12,Thursday,0
TXN0000000432,2024-10-27 13:16:22,P2M,Food,83,SUCCESS,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,13,Sunday,1
TXN0000000433,2024-11-02 15:11:43,P2M,Other,197,SUCCESS,18-25,26-35,Maharashtra,SBI,SBI,Android,4G,0,15,Saturday,1
TXN0000000434,2024-11-29 19:02:25,P2M,Entertainment,378,SUCCESS,36-45,18-25,Maharashtra,SBI,SBI,Android,4G,0,19,Friday,0
TXN0000000435,2024-04-14 15:43:34,Bill Payment,Other,634,FAILED,26-35,18-25,Tamil Nadu,ICICI,SBI,iOS,WiFi,0,15,Sunday,1
TXN0000000436,2024-05-25 21:34:12,P2P,Other,604,SUCCESS,26-35,46-55,Rajasthan,ICICI,SBI,Android,5G,0,21,Saturday,1
TXN0000000437,2024-06-12 21:21:16,Bill Payment,Food,738,SUCCESS,36-45,26-35,Rajasthan,ICICI,ICICI,Android,5G,0,21,Wednesday,0
TXN0000000438,2024-06-09 21:35:59,P2P,Grocery,1898,SUCCESS,26-35,26-35,Delhi,HDFC,IndusInd,iOS,WiFi,0,21,Sunday,1
TXN0000000439,2024-11-17 22:50:13,P2M,Shopping,213,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,4G,0,22,Sunday,1
TXN0000000440,2024-02-24 19:52:22,P2P,Healthcare,122,SUCCESS,18-25,46-55,West Bengal,IndusInd,Yes Bank,Android,4G,0,19,Saturday,1
TXN0000000441,2024-09-28 12:30:53,P2M,Healthcare,160,SUCCESS,18-25,56+,Uttar Pradesh,SBI,IndusInd,Android,4G,0,12,Saturday,1
TXN0000000442,2024-03-07 19:16:06,P2P,Shopping,1575,SUCCESS,26-35,36-45,Maharashtra,Axis,SBI,iOS,4G,0,19,Thursday,0
TXN0000000443,2024-03-28 08:35:20,P2M,Utilities,15583,SUCCESS,26-35,18-25,Telangana,HDFC,ICICI,Android,5G,0,8,Thursday,0
TXN0000000444,2024-04-13 09:59:27,P2P,Shopping,2950,SUCCESS,46-55,36-45,Telangana,SBI,HDFC,Android,4G,0,9,Saturday,1
TXN0000000445,2024-08-05 18:11:37,Recharge,Shopping,135,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,4G,0,18,Monday,0
TXN0000000446,2024-10-04 13:06:36,Bill Payment,Shopping,367,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,SBI,Android,4G,0,13,Friday,0
TXN0000000447,2024-10-24 18:48:07,P2M,Shopping,1788,SUCCESS,46-55,18-25,Delhi,HDFC,Kotak,iOS,4G,0,18,Thursday,0
TXN0000000448,2024-04-22 18:11:21,Bill Payment,Grocery,137,SUCCESS,36-45,26-35,West Bengal,SBI,Yes Bank,Android,5G,0,18,Monday,0
TXN0000000449,2024-06-10 16:32:44,P2P,Fuel,1260,SUCCESS,26-35,26-35,Delhi,HDFC,HDFC,iOS,5G,0,16,Monday,0
TXN0000000450,2024-05-21 19:45:53,P2P,Fuel,837,SUCCESS,26-35,18-25,Gujarat,ICICI,SBI,Web,4G,0,19,Tuesday,0
TXN0000000451,2024-01-04 07:18:57,P2P,Education,1051,SUCCESS,18-25,36-45,Delhi,ICICI,SBI,Android,4G,0,7,Thursday,0
TXN0000000452,2024-10-03 10:31:21,P2M,Entertainment,322,FAILED,18-25,26-35,Maharashtra,SBI,SBI,iOS,5G,0,10,Thursday,0
TXN0000000453,2024-10-31 17:57:11,Bill Payment,Grocery,476,SUCCESS,26-35,46-55,Telangana,Axis,Axis,Android,4G,0,17,Thursday,0
TXN0000000454,2024-02-19 20:13:56,Recharge,Entertainment,588,SUCCESS,56+,18-25,Gujarat,SBI,PNB,Android,4G,0,20,Monday,0
TXN0000000455,2024-10-27 09:40:44,P2M,Healthcare,383,SUCCESS,46-55,36-45,Telangana,PNB,SBI,iOS,5G,0,9,Sunday,1
TXN0000000456,2024-06-23 19:11:27,P2M,Food,100,SUCCESS,46-55,26-35,Telangana,IndusInd,HDFC,Android,4G,0,19,Sunday,1
TXN0000000457,2024-05-31 10:06:46,Bill Payment,Fuel,3218,SUCCESS,26-35,46-55,Telangana,Axis,Kotak,Android,3G,0,10,Friday,0
TXN0000000458,2024-09-05 19:36:52,P2P,Grocery,1363,SUCCESS,36-45,18-25,West Bengal,Axis,IndusInd,Android,WiFi,0,19,Thursday,0
TXN0000000459,2024-02-19 15:37:32,P2P,Transport,271,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,PNB,Android,WiFi,0,15,Monday,0
TXN0000000460,2024-01-03 12:07:51,P2P,Grocery,747,SUCCESS,26-35,18-25,Maharashtra,ICICI,ICICI,Android,WiFi,0,12,Wednesday,0
TXN0000000461,2024-08-26 17:42:31,P2P,Grocery,2734,SUCCESS,26-35,26-35,Uttar Pradesh,Kotak,HDFC,Android,4G,0,17,Monday,0
TXN0000000462,2024-10-15 20:18:20,Bill Payment,Utilities,3603,FAILED,18-25,46-55,Delhi,Kotak,PNB,Android,5G,0,20,Tuesday,0
TXN0000000463,2024-12-27 20:35:39,P2P,Transport,34,SUCCESS,56+,56+,West Bengal,HDFC,ICICI,Android,4G,0,20,Friday,0
TXN0000000464,2024-07-23 18:35:24,P2P,Food,1559,SUCCESS,26-35,26-35,Tamil Nadu,SBI,PNB,Android,3G,0,18,Tuesday,0
TXN0000000465,2024-10-01 20:39:24,Bill Payment,Utilities,372,SUCCESS,46-55,46-55,Andhra Pradesh,IndusInd,IndusInd,Android,5G,0,20,Tuesday,0
TXN0000000466,2024-09-01 14:16:07,P2P,Shopping,498,SUCCESS,36-45,46-55,Rajasthan,SBI,Kotak,Android,4G,0,14,Sunday,1
TXN0000000467,2024-07-26 23:51:13,Recharge,Entertainment,127,SUCCESS,46-55,26-35,Uttar Pradesh,Axis,ICICI,Android,4G,0,23,Friday,0
TXN0000000468,2024-08-12 20:17:24,P2P,Other,452,SUCCESS,26-35,46-55,Maharashtra,Axis,Kotak,Android,4G,0,20,Monday,0
TXN0000000469,2024-07-21 17:50:02,P2M,Shopping,2709,SUCCESS,26-35,26-35,Tamil Nadu,HDFC,Axis,Android,4G,0,17,Sunday,1
TXN0000000470,2024-04-11 21:21:00,P2P,Grocery,198,SUCCESS,36-45,18-25,Delhi,SBI,Yes Bank,Android,4G,0,21,Thursday,0
TXN0000000471,2024-10-16 18:35:29,Bill Payment,Grocery,1248,SUCCESS,26-35,18-25,Tamil Nadu,IndusInd,SBI,Android,4G,0,18,Wednesday,0
TXN0000000472,2024-03-30 23:10:52,P2P,Other,756,SUCCESS,46-55,36-45,Telangana,Kotak,IndusInd,Android,4G,0,23,Saturday,1
TXN0000000473,2024-10-03 18:23:47,P2P,Other,227,SUCCESS,18-25,36-45,Telangana,PNB,Yes Bank,Android,4G,0,18,Thursday,0
TXN0000000474,2024-11-27 07:55:46,P2M,Utilities,3388,SUCCESS,36-45,26-35,Andhra Pradesh,IndusInd,IndusInd,Android,5G,0,7,Wednesday,0
TXN0000000475,2024-09-07 17:13:58,Bill Payment,Grocery,2018,SUCCESS,26-35,18-25,West Bengal,SBI,SBI,Web,4G,0,17,Saturday,1
TXN0000000476,2024-03-22 18:43:30,P2P,Food,1205,SUCCESS,46-55,36-45,Gujarat,ICICI,Yes Bank,Android,4G,0,18,Friday,0
TXN0000000477,2024-09-20 21:57:45,P2M,Food,572,SUCCESS,18-25,18-25,Karnataka,Kotak,PNB,Android,4G,0,21,Friday,0
TXN0000000478,2024-09-01 12:02:39,Bill Payment,Shopping,800,FAILED,18-25,26-35,Uttar Pradesh,PNB,Axis,Android,4G,0,12,Sunday,1
TXN0000000479,2024-04-09 22:34:49,P2P,Shopping,881,FAILED,26-35,36-45,Maharashtra,SBI,HDFC,Android,5G,0,22,Tuesday,0
TXN0000000480,2024-02-19 18:44:51,P2M,Grocery,1537,SUCCESS,18-25,46-55,Maharashtra,IndusInd,SBI,Android,4G,0,18,Monday,0
TXN0000000481,2024-02-05 13:03:49,P2P,Other,1791,SUCCESS,18-25,46-55,Maharashtra,SBI,Yes Bank,Android,WiFi,0,13,Monday,0
TXN0000000482,2024-01-01 03:45:56,Bill Payment,Shopping,1122,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,3,Monday,0
TXN0000000483,2024-06-04 19:38:12,P2M,Other,753,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,Axis,iOS,4G,0,19,Tuesday,0
TXN0000000484,2024-06-21 13:19:10,P2M,Transport,78,SUCCESS,18-25,36-45,Uttar Pradesh,IndusInd,SBI,Android,WiFi,0,13,Friday,0
TXN0000000485,2024-10-08 18:12:38,P2M,Shopping,308,SUCCESS,26-35,18-25,Delhi,Yes Bank,ICICI,Android,4G,0,18,Tuesday,0
TXN0000000486,2024-12-01 18:19:15,P2M,Shopping,1288,SUCCESS,26-35,18-25,West Bengal,SBI,PNB,Android,WiFi,0,18,Sunday,1
TXN0000000487,2024-06-14 17:19:22,P2P,Entertainment,500,SUCCESS,18-25,26-35,Rajasthan,ICICI,HDFC,Android,5G,0,17,Friday,0
TXN0000000488,2024-12-26 12:33:25,P2P,Transport,124,SUCCESS,26-35,46-55,Delhi,SBI,Axis,Android,4G,0,12,Thursday,0
TXN0000000489,2024-03-25 20:15:53,P2M,Grocery,244,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,iOS,5G,0,20,Monday,0
TXN0000000490,2024-03-07 08:50:08,P2P,Other,822,SUCCESS,18-25,26-35,Karnataka,IndusInd,HDFC,iOS,4G,0,8,Thursday,0
TXN0000000491,2024-10-18 15:11:52,P2M,Food,585,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,SBI,iOS,4G,0,15,Friday,0
TXN0000000492,2024-03-13 07:00:43,Bill Payment,Utilities,1605,SUCCESS,18-25,26-35,Karnataka,Axis,SBI,Android,5G,0,7,Wednesday,0
TXN0000000493,2024-11-09 12:45:16,P2P,Entertainment,247,SUCCESS,18-25,26-35,Karnataka,Axis,PNB,iOS,5G,0,12,Saturday,1
TXN0000000494,2024-06-30 19:33:29,P2P,Entertainment,893,SUCCESS,36-45,36-45,Maharashtra,PNB,ICICI,Android,4G,0,19,Sunday,1
TXN0000000495,2024-08-13 21:14:35,P2P,Food,234,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,SBI,Android,4G,0,21,Tuesday,0
TXN0000000496,2024-02-06 14:12:01,Bill Payment,Other,734,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,Android,5G,0,14,Tuesday,0
TXN0000000497,2024-09-21 09:07:47,Bill Payment,Other,1910,FAILED,18-25,18-25,Gujarat,HDFC,HDFC,Android,4G,0,9,Saturday,1
TXN0000000498,2024-05-01 10:03:56,Bill Payment,Grocery,2462,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,Yes Bank,Android,4G,0,10,Wednesday,0
TXN0000000499,2024-07-29 10:02:15,Bill Payment,Shopping,1131,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,4G,0,10,Monday,0
TXN0000000500,2024-08-19 11:11:56,P2P,Utilities,1518,SUCCESS,26-35,18-25,Andhra Pradesh,PNB,Kotak,Android,4G,0,11,Monday,0
TXN0000000501,2024-12-13 07:57:22,P2P,Healthcare,334,SUCCESS,26-35,36-45,West Bengal,PNB,SBI,Android,4G,0,7,Friday,0
TXN0000000502,2024-12-21 15:03:42,P2P,Entertainment,283,SUCCESS,26-35,36-45,Maharashtra,Kotak,HDFC,Android,4G,0,15,Saturday,1
TXN0000000503,2024-01-31 13:50:12,P2P,Food,388,SUCCESS,36-45,18-25,Karnataka,Kotak,Yes Bank,Android,WiFi,0,13,Wednesday,0
TXN0000000504,2024-05-30 18:00:40,P2P,Other,554,FAILED,18-25,36-45,Karnataka,SBI,Kotak,Android,4G,0,18,Thursday,0
TXN0000000505,2024-09-23 15:13:38,P2M,Food,103,SUCCESS,36-45,36-45,Rajasthan,HDFC,Yes Bank,Android,5G,0,15,Monday,0
TXN0000000506,2024-07-13 09:45:08,P2P,Food,133,SUCCESS,18-25,26-35,Delhi,IndusInd,HDFC,Android,4G,0,9,Saturday,1
TXN0000000507,2024-01-09 05:40:15,Bill Payment,Other,286,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,ICICI,Android,WiFi,0,5,Tuesday,0
TXN0000000508,2024-10-09 20:37:09,P2P,Entertainment,218,SUCCESS,26-35,18-25,Maharashtra,Axis,HDFC,iOS,WiFi,0,20,Wednesday,0
TXN0000000509,2024-10-28 21:14:28,P2M,Food,119,SUCCESS,26-35,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,21,Monday,0
TXN0000000510,2024-10-27 16:01:57,P2P,Transport,189,SUCCESS,18-25,56+,Rajasthan,HDFC,IndusInd,Android,5G,0,16,Sunday,1
